datasource,week,vx_manufacturer,dose,birth_cohort,N
TEST,20200217,Moderna,1,1980-1989,0
TEST,20200217,Moderna,1,1970-1979,0
TEST,20200217,Moderna,1,1990+,0
TEST,20200217,Moderna,1,1950-1959,0
TEST,20200217,Moderna,1,<1940,0
TEST,20200217,Moderna,1,1940-1949,0
TEST,20200217,Moderna,1,all_birth_cohorts,0
TEST,20200217,Moderna,2,1960-1969,0
TEST,20200217,Moderna,2,1980-1989,0
TEST,20200217,Moderna,2,1970-1979,0
TEST,20200217,Moderna,2,1990+,0
TEST,20200217,Moderna,2,1950-1959,0
TEST,20200217,Moderna,2,<1940,0
TEST,20200217,Moderna,2,1940-1949,0
TEST,20200217,Moderna,2,all_birth_cohorts,0
TEST,20200217,J&J,1,1960-1969,0
TEST,20200217,J&J,1,1980-1989,0
TEST,20200217,J&J,1,1970-1979,0
TEST,20200217,J&J,1,1990+,0
TEST,20200217,J&J,1,1950-1959,0
TEST,20200217,J&J,1,<1940,0
TEST,20200217,J&J,1,1940-1949,0
TEST,20200217,J&J,1,all_birth_cohorts,0
TEST,20200217,J&J,2,1960-1969,0
TEST,20200217,J&J,2,1980-1989,0
TEST,20200217,J&J,2,1970-1979,0
TEST,20200217,J&J,2,1990+,0
TEST,20200217,J&J,2,1950-1959,0
TEST,20200217,J&J,2,<1940,0
TEST,20200217,J&J,2,1940-1949,0
TEST,20200217,J&J,2,all_birth_cohorts,0
TEST,20200217,UKN,1,1960-1969,0
TEST,20200217,UKN,1,1980-1989,0
TEST,20200217,UKN,1,1970-1979,0
TEST,20200217,UKN,1,1990+,0
TEST,20200217,UKN,1,1950-1959,0
TEST,20200217,UKN,1,<1940,0
TEST,20200217,UKN,1,1940-1949,0
TEST,20200217,UKN,1,all_birth_cohorts,0
TEST,20200217,UKN,2,1960-1969,0
TEST,20200217,UKN,2,1980-1989,0
TEST,20200217,UKN,2,1970-1979,0
TEST,20200217,UKN,2,1990+,0
TEST,20200217,UKN,2,1950-1959,0
TEST,20200217,UKN,2,<1940,0
TEST,20200217,UKN,2,1940-1949,0
TEST,20200217,UKN,2,all_birth_cohorts,0
TEST,20200224,Pfizer,1,1960-1969,0
TEST,20200224,Pfizer,1,1980-1989,0
TEST,20200224,Pfizer,1,1970-1979,0
TEST,20200224,Pfizer,1,1990+,0
TEST,20200224,Pfizer,1,1950-1959,0
TEST,20200224,Pfizer,1,<1940,0
TEST,20200224,Pfizer,1,1940-1949,0
TEST,20200224,Pfizer,1,all_birth_cohorts,0
TEST,20200224,Pfizer,2,1960-1969,0
TEST,20200224,Pfizer,2,1980-1989,0
TEST,20200224,Pfizer,2,1970-1979,0
TEST,20200224,Pfizer,2,1990+,0
TEST,20200224,Pfizer,2,1950-1959,0
TEST,20200224,Pfizer,2,<1940,0
TEST,20200224,Pfizer,2,1940-1949,0
TEST,20200224,Pfizer,2,all_birth_cohorts,0
TEST,20200224,AstraZeneca,1,1960-1969,0
TEST,20200224,AstraZeneca,1,1980-1989,0
TEST,20200224,AstraZeneca,1,1970-1979,0
TEST,20200224,AstraZeneca,1,1990+,0
TEST,20200224,AstraZeneca,1,1950-1959,0
TEST,20200224,AstraZeneca,1,<1940,0
TEST,20200224,AstraZeneca,1,1940-1949,0
TEST,20200224,AstraZeneca,1,all_birth_cohorts,0
TEST,20200224,AstraZeneca,2,1960-1969,0
TEST,20200224,AstraZeneca,2,1980-1989,0
TEST,20200224,AstraZeneca,2,1970-1979,0
TEST,20200224,AstraZeneca,2,1990+,0
TEST,20200224,AstraZeneca,2,1950-1959,0
TEST,20200224,AstraZeneca,2,<1940,0
TEST,20200224,AstraZeneca,2,1940-1949,0
TEST,20200224,AstraZeneca,2,all_birth_cohorts,0
TEST,20200224,Moderna,1,1960-1969,0
TEST,20200224,Moderna,1,1980-1989,0
TEST,20200224,Moderna,1,1970-1979,0
TEST,20200224,Moderna,1,1990+,0
TEST,20200224,Moderna,1,1950-1959,0
TEST,20200224,Moderna,1,<1940,0
TEST,20200224,Moderna,1,1940-1949,0
TEST,20200224,Moderna,1,all_birth_cohorts,0
TEST,20200224,Moderna,2,1960-1969,0
TEST,20200224,Moderna,2,1980-1989,0
TEST,20200224,Moderna,2,1970-1979,0
TEST,20200224,Moderna,2,1990+,0
TEST,20200224,Moderna,2,1950-1959,0
TEST,20200224,Moderna,2,<1940,0
TEST,20200224,Moderna,2,1940-1949,0
TEST,20200224,Moderna,2,all_birth_cohorts,0
TEST,20200224,J&J,1,1960-1969,0
TEST,20200224,J&J,1,1980-1989,0
TEST,20200224,J&J,1,1970-1979,0
TEST,20200224,J&J,1,1990+,0
TEST,20200224,J&J,1,1950-1959,0
TEST,20200224,J&J,1,<1940,0
TEST,20200224,J&J,1,1940-1949,0
TEST,20200224,J&J,1,all_birth_cohorts,0
TEST,20200224,J&J,2,1960-1969,0
TEST,20200224,J&J,2,1980-1989,0
TEST,20200224,J&J,2,1970-1979,0
TEST,20200224,J&J,2,1990+,0
TEST,20200224,J&J,2,1950-1959,0
TEST,20200224,J&J,2,<1940,0
TEST,20200224,J&J,2,1940-1949,0
TEST,20200224,J&J,2,all_birth_cohorts,0
TEST,20200224,UKN,1,1960-1969,0
TEST,20200224,UKN,1,1980-1989,0
TEST,20200224,UKN,1,1970-1979,0
TEST,20200224,UKN,1,1990+,0
TEST,20200224,UKN,1,1950-1959,0
TEST,20200224,UKN,1,<1940,0
TEST,20200224,UKN,1,1940-1949,0
TEST,20200224,UKN,1,all_birth_cohorts,0
TEST,20200224,UKN,2,1960-1969,0
TEST,20200224,UKN,2,1980-1989,0
TEST,20200224,UKN,2,1970-1979,0
TEST,20200224,UKN,2,1990+,0
TEST,20200224,UKN,2,1950-1959,0
TEST,20200224,UKN,2,<1940,0
TEST,20200224,UKN,2,1940-1949,0
TEST,20200224,UKN,2,all_birth_cohorts,0
TEST,20200302,Pfizer,1,1960-1969,0
TEST,20200302,Pfizer,1,1980-1989,0
TEST,20200302,Pfizer,1,1970-1979,0
TEST,20200302,Pfizer,1,1990+,0
TEST,20200302,Pfizer,1,1950-1959,0
TEST,20200302,Pfizer,1,<1940,0
TEST,20200302,Pfizer,1,1940-1949,0
TEST,20200302,Pfizer,1,all_birth_cohorts,0
TEST,20200302,Pfizer,2,1960-1969,0
TEST,20200302,Pfizer,2,1980-1989,0
TEST,20200302,Pfizer,2,1970-1979,0
TEST,20200302,Pfizer,2,1990+,0
TEST,20200302,Pfizer,2,1950-1959,0
TEST,20200302,Pfizer,2,<1940,0
TEST,20200302,Pfizer,2,1940-1949,0
TEST,20200302,Pfizer,2,all_birth_cohorts,0
TEST,20200302,AstraZeneca,1,1960-1969,0
TEST,20200302,AstraZeneca,1,1980-1989,0
TEST,20200302,AstraZeneca,1,1970-1979,0
TEST,20200302,AstraZeneca,1,1990+,0
TEST,20200302,AstraZeneca,1,1950-1959,0
TEST,20200302,AstraZeneca,1,<1940,0
TEST,20200302,AstraZeneca,1,1940-1949,0
TEST,20200302,AstraZeneca,1,all_birth_cohorts,0
TEST,20200302,AstraZeneca,2,1960-1969,0
TEST,20200302,AstraZeneca,2,1980-1989,0
TEST,20200302,AstraZeneca,2,1970-1979,0
TEST,20200302,AstraZeneca,2,1990+,0
TEST,20200302,AstraZeneca,2,1950-1959,0
TEST,20200302,AstraZeneca,2,<1940,0
TEST,20200302,AstraZeneca,2,1940-1949,0
TEST,20200302,AstraZeneca,2,all_birth_cohorts,0
TEST,20200302,Moderna,1,1960-1969,0
TEST,20200302,Moderna,1,1980-1989,0
TEST,20200302,Moderna,1,1970-1979,0
TEST,20200302,Moderna,1,1990+,0
TEST,20200302,Moderna,1,1950-1959,0
TEST,20200302,Moderna,1,<1940,0
TEST,20200302,Moderna,1,1940-1949,0
TEST,20200302,Moderna,1,all_birth_cohorts,0
TEST,20200302,Moderna,2,1960-1969,0
TEST,20200302,Moderna,2,1980-1989,0
TEST,20200302,Moderna,2,1970-1979,0
TEST,20200302,Moderna,2,1990+,0
TEST,20200302,Moderna,2,1950-1959,0
TEST,20200302,Moderna,2,<1940,0
TEST,20200302,Moderna,2,1940-1949,0
TEST,20200302,Moderna,2,all_birth_cohorts,0
TEST,20200302,J&J,1,1960-1969,0
TEST,20200302,J&J,1,1980-1989,0
TEST,20200302,J&J,1,1970-1979,0
TEST,20200302,J&J,1,1990+,0
TEST,20200302,J&J,1,1950-1959,0
TEST,20200302,J&J,1,<1940,0
TEST,20200302,J&J,1,1940-1949,0
TEST,20200302,J&J,1,all_birth_cohorts,0
TEST,20200302,J&J,2,1960-1969,0
TEST,20200302,J&J,2,1980-1989,0
TEST,20200302,J&J,2,1970-1979,0
TEST,20200302,J&J,2,1990+,0
TEST,20200302,J&J,2,1950-1959,0
TEST,20200302,J&J,2,<1940,0
TEST,20200302,J&J,2,1940-1949,0
TEST,20200302,J&J,2,all_birth_cohorts,0
TEST,20200302,UKN,1,1960-1969,0
TEST,20200302,UKN,1,1980-1989,0
TEST,20200302,UKN,1,1970-1979,0
TEST,20200302,UKN,1,1990+,0
TEST,20200302,UKN,1,1950-1959,0
TEST,20200302,UKN,1,<1940,0
TEST,20200302,UKN,1,1940-1949,0
TEST,20200302,UKN,1,all_birth_cohorts,0
TEST,20200302,UKN,2,1960-1969,0
TEST,20200302,UKN,2,1980-1989,0
TEST,20200302,UKN,2,1970-1979,0
TEST,20200302,UKN,2,1990+,0
TEST,20200302,UKN,2,1950-1959,0
TEST,20200302,UKN,2,<1940,0
TEST,20200302,UKN,2,1940-1949,0
TEST,20200302,UKN,2,all_birth_cohorts,0
TEST,20200309,Pfizer,1,1960-1969,0
TEST,20200309,Pfizer,1,1980-1989,0
TEST,20200309,Pfizer,1,1970-1979,0
TEST,20200309,Pfizer,1,1990+,0
TEST,20200309,Pfizer,1,1950-1959,0
TEST,20200309,Pfizer,1,<1940,0
TEST,20200309,Pfizer,1,1940-1949,0
TEST,20200309,Pfizer,1,all_birth_cohorts,0
TEST,20200309,Pfizer,2,1960-1969,0
TEST,20200309,Pfizer,2,1980-1989,0
TEST,20200309,Pfizer,2,1970-1979,0
TEST,20200309,Pfizer,2,1990+,0
TEST,20200309,Pfizer,2,1950-1959,0
TEST,20200309,Pfizer,2,<1940,0
TEST,20200309,Pfizer,2,1940-1949,0
TEST,20200309,Pfizer,2,all_birth_cohorts,0
TEST,20200309,AstraZeneca,1,1960-1969,0
TEST,20200309,AstraZeneca,1,1980-1989,0
TEST,20200309,AstraZeneca,1,1970-1979,0
TEST,20200309,AstraZeneca,1,1990+,0
TEST,20200309,AstraZeneca,1,1950-1959,0
TEST,20200309,AstraZeneca,1,<1940,0
TEST,20200309,AstraZeneca,1,1940-1949,0
TEST,20200309,AstraZeneca,1,all_birth_cohorts,0
TEST,20200309,AstraZeneca,2,1960-1969,0
TEST,20200309,AstraZeneca,2,1980-1989,0
TEST,20200309,AstraZeneca,2,1970-1979,0
TEST,20200309,AstraZeneca,2,1990+,0
TEST,20200309,AstraZeneca,2,1950-1959,0
TEST,20200309,AstraZeneca,2,<1940,0
TEST,20200309,AstraZeneca,2,1940-1949,0
TEST,20200309,AstraZeneca,2,all_birth_cohorts,0
TEST,20200309,Moderna,1,1960-1969,0
TEST,20200309,Moderna,1,1980-1989,0
TEST,20200309,Moderna,1,1970-1979,0
TEST,20200309,Moderna,1,1990+,0
TEST,20200309,Moderna,1,1950-1959,0
TEST,20200309,Moderna,1,<1940,0
TEST,20200309,Moderna,1,1940-1949,0
TEST,20200309,Moderna,1,all_birth_cohorts,0
TEST,20200309,Moderna,2,1960-1969,0
TEST,20200309,Moderna,2,1980-1989,0
TEST,20200309,Moderna,2,1970-1979,0
TEST,20200309,Moderna,2,1990+,0
TEST,20200309,Moderna,2,1950-1959,0
TEST,20200309,Moderna,2,<1940,0
TEST,20200309,Moderna,2,1940-1949,0
TEST,20200309,Moderna,2,all_birth_cohorts,0
TEST,20200309,J&J,1,1960-1969,0
TEST,20200309,J&J,1,1980-1989,0
TEST,20200309,J&J,1,1970-1979,0
TEST,20200309,J&J,1,1990+,0
TEST,20200309,J&J,1,1950-1959,0
TEST,20200309,J&J,1,<1940,0
TEST,20200309,J&J,1,1940-1949,0
TEST,20200309,J&J,1,all_birth_cohorts,0
TEST,20200309,J&J,2,1960-1969,0
TEST,20200309,J&J,2,1980-1989,0
TEST,20200309,J&J,2,1970-1979,0
TEST,20200309,J&J,2,1990+,0
TEST,20200309,J&J,2,1950-1959,0
TEST,20200309,J&J,2,<1940,0
TEST,20200309,J&J,2,1940-1949,0
TEST,20200309,J&J,2,all_birth_cohorts,0
TEST,20200309,UKN,1,1960-1969,0
TEST,20200309,UKN,1,1980-1989,0
TEST,20200309,UKN,1,1970-1979,0
TEST,20200309,UKN,1,1990+,0
TEST,20200309,UKN,1,1950-1959,0
TEST,20200309,UKN,1,<1940,0
TEST,20200309,UKN,1,1940-1949,0
TEST,20200309,UKN,1,all_birth_cohorts,0
TEST,20200309,UKN,2,1960-1969,0
TEST,20200309,UKN,2,1980-1989,0
TEST,20200309,UKN,2,1970-1979,0
TEST,20200309,UKN,2,1990+,0
TEST,20200309,UKN,2,1950-1959,0
TEST,20200309,UKN,2,<1940,0
TEST,20200309,UKN,2,1940-1949,0
TEST,20200309,UKN,2,all_birth_cohorts,0
TEST,20200316,Pfizer,1,1960-1969,0
TEST,20200316,Pfizer,1,1980-1989,0
TEST,20200316,Pfizer,1,1970-1979,0
TEST,20200316,Pfizer,1,1990+,0
TEST,20200316,Pfizer,1,1950-1959,0
TEST,20200316,Pfizer,1,<1940,0
TEST,20200316,Pfizer,1,1940-1949,0
TEST,20200316,Pfizer,1,all_birth_cohorts,0
TEST,20200316,Pfizer,2,1960-1969,0
TEST,20200316,Pfizer,2,1980-1989,0
TEST,20200316,Pfizer,2,1970-1979,0
TEST,20200316,Pfizer,2,1990+,0
TEST,20200316,Pfizer,2,1950-1959,0
TEST,20200316,Pfizer,2,<1940,0
TEST,20200316,Pfizer,2,1940-1949,0
TEST,20200316,Pfizer,2,all_birth_cohorts,0
TEST,20200316,AstraZeneca,1,1960-1969,0
TEST,20200316,AstraZeneca,1,1980-1989,0
TEST,20200316,AstraZeneca,1,1970-1979,0
TEST,20200316,AstraZeneca,1,1990+,0
TEST,20200316,AstraZeneca,1,1950-1959,0
TEST,20200316,AstraZeneca,1,<1940,0
TEST,20200316,AstraZeneca,1,1940-1949,0
TEST,20200316,AstraZeneca,1,all_birth_cohorts,0
TEST,20200316,AstraZeneca,2,1960-1969,0
TEST,20200316,AstraZeneca,2,1980-1989,0
TEST,20200316,AstraZeneca,2,1970-1979,0
TEST,20200316,AstraZeneca,2,1990+,0
TEST,20200316,AstraZeneca,2,1950-1959,0
TEST,20200316,AstraZeneca,2,<1940,0
TEST,20200316,AstraZeneca,2,1940-1949,0
TEST,20200316,AstraZeneca,2,all_birth_cohorts,0
TEST,20200316,Moderna,1,1960-1969,0
TEST,20200316,Moderna,1,1980-1989,0
TEST,20200316,Moderna,1,1970-1979,0
TEST,20200316,Moderna,1,1990+,0
TEST,20200316,Moderna,1,1950-1959,0
TEST,20200316,Moderna,1,<1940,0
TEST,20200316,Moderna,1,1940-1949,0
TEST,20200316,Moderna,1,all_birth_cohorts,0
TEST,20200316,Moderna,2,1960-1969,0
TEST,20200316,Moderna,2,1980-1989,0
TEST,20200316,Moderna,2,1970-1979,0
TEST,20200316,Moderna,2,1990+,0
TEST,20200316,Moderna,2,1950-1959,0
TEST,20200316,Moderna,2,<1940,0
TEST,20200316,Moderna,2,1940-1949,0
TEST,20200316,Moderna,2,all_birth_cohorts,0
TEST,20200316,J&J,1,1960-1969,0
TEST,20200316,J&J,1,1980-1989,0
TEST,20200316,J&J,1,1970-1979,0
TEST,20200316,J&J,1,1990+,0
TEST,20200316,J&J,1,1950-1959,0
TEST,20200316,J&J,1,<1940,0
TEST,20200316,J&J,1,1940-1949,0
TEST,20200316,J&J,1,all_birth_cohorts,0
TEST,20200316,J&J,2,1960-1969,0
TEST,20200316,J&J,2,1980-1989,0
TEST,20200316,J&J,2,1970-1979,0
TEST,20200316,J&J,2,1990+,0
TEST,20200316,J&J,2,1950-1959,0
TEST,20200316,J&J,2,<1940,0
TEST,20200316,J&J,2,1940-1949,0
TEST,20200316,J&J,2,all_birth_cohorts,0
TEST,20200316,UKN,1,1960-1969,0
TEST,20200316,UKN,1,1980-1989,0
TEST,20200316,UKN,1,1970-1979,0
TEST,20200316,UKN,1,1990+,0
TEST,20200316,UKN,1,1950-1959,0
TEST,20200316,UKN,1,<1940,0
TEST,20200316,UKN,1,1940-1949,0
TEST,20200316,UKN,1,all_birth_cohorts,0
TEST,20200316,UKN,2,1960-1969,0
TEST,20200316,UKN,2,1980-1989,0
TEST,20200316,UKN,2,1970-1979,0
TEST,20200316,UKN,2,1990+,0
TEST,20200316,UKN,2,1950-1959,0
TEST,20200316,UKN,2,<1940,0
TEST,20200316,UKN,2,1940-1949,0
TEST,20200316,UKN,2,all_birth_cohorts,0
TEST,20200323,Pfizer,1,1960-1969,0
TEST,20200323,Pfizer,1,1980-1989,0
TEST,20200323,Pfizer,1,1970-1979,0
TEST,20200323,Pfizer,1,1990+,0
TEST,20200323,Pfizer,1,1950-1959,0
TEST,20200323,Pfizer,1,<1940,0
TEST,20200323,Pfizer,1,1940-1949,0
TEST,20200323,Pfizer,1,all_birth_cohorts,0
TEST,20200323,Pfizer,2,1960-1969,0
TEST,20200323,Pfizer,2,1980-1989,0
TEST,20200323,Pfizer,2,1970-1979,0
TEST,20200323,Pfizer,2,1990+,0
TEST,20200323,Pfizer,2,1950-1959,0
TEST,20200323,Pfizer,2,<1940,0
TEST,20200323,Pfizer,2,1940-1949,0
TEST,20200323,Pfizer,2,all_birth_cohorts,0
TEST,20200323,AstraZeneca,1,1960-1969,0
TEST,20200323,AstraZeneca,1,1980-1989,0
TEST,20200323,AstraZeneca,1,1970-1979,0
TEST,20200323,AstraZeneca,1,1990+,0
TEST,20200323,AstraZeneca,1,1950-1959,0
TEST,20200323,AstraZeneca,1,<1940,0
TEST,20200323,AstraZeneca,1,1940-1949,0
TEST,20200323,AstraZeneca,1,all_birth_cohorts,0
TEST,20200323,AstraZeneca,2,1960-1969,0
TEST,20200323,AstraZeneca,2,1980-1989,0
TEST,20200323,AstraZeneca,2,1970-1979,0
TEST,20200323,AstraZeneca,2,1990+,0
TEST,20200323,AstraZeneca,2,1950-1959,0
TEST,20200323,AstraZeneca,2,<1940,0
TEST,20200323,AstraZeneca,2,1940-1949,0
TEST,20200323,AstraZeneca,2,all_birth_cohorts,0
TEST,20200323,Moderna,1,1960-1969,0
TEST,20200323,Moderna,1,1980-1989,0
TEST,20200323,Moderna,1,1970-1979,0
TEST,20200323,Moderna,1,1990+,0
TEST,20200323,Moderna,1,1950-1959,0
TEST,20200323,Moderna,1,<1940,0
TEST,20200323,Moderna,1,1940-1949,0
TEST,20200323,Moderna,1,all_birth_cohorts,0
TEST,20200323,Moderna,2,1960-1969,0
TEST,20200323,Moderna,2,1980-1989,0
TEST,20200323,Moderna,2,1970-1979,0
TEST,20200323,Moderna,2,1990+,0
TEST,20200323,Moderna,2,1950-1959,0
TEST,20200323,Moderna,2,<1940,0
TEST,20200323,Moderna,2,1940-1949,0
TEST,20200323,Moderna,2,all_birth_cohorts,0
TEST,20200323,J&J,1,1960-1969,0
TEST,20200323,J&J,1,1980-1989,0
TEST,20200323,J&J,1,1970-1979,0
TEST,20200323,J&J,1,1990+,0
TEST,20200323,J&J,1,1950-1959,0
TEST,20200323,J&J,1,<1940,0
TEST,20200323,J&J,1,1940-1949,0
TEST,20200323,J&J,1,all_birth_cohorts,0
TEST,20200323,J&J,2,1960-1969,0
TEST,20200323,J&J,2,1980-1989,0
TEST,20200323,J&J,2,1970-1979,0
TEST,20200323,J&J,2,1990+,0
TEST,20200323,J&J,2,1950-1959,0
TEST,20200323,J&J,2,<1940,0
TEST,20200323,J&J,2,1940-1949,0
TEST,20200323,J&J,2,all_birth_cohorts,0
TEST,20200323,UKN,1,1960-1969,0
TEST,20200323,UKN,1,1980-1989,0
TEST,20200323,UKN,1,1970-1979,0
TEST,20200323,UKN,1,1990+,0
TEST,20200323,UKN,1,1950-1959,0
TEST,20200323,UKN,1,<1940,0
TEST,20200323,UKN,1,1940-1949,0
TEST,20200323,UKN,1,all_birth_cohorts,0
TEST,20200323,UKN,2,1960-1969,0
TEST,20200323,UKN,2,1980-1989,0
TEST,20200323,UKN,2,1970-1979,0
TEST,20200323,UKN,2,1990+,0
TEST,20200323,UKN,2,1950-1959,0
TEST,20200323,UKN,2,<1940,0
TEST,20200323,UKN,2,1940-1949,0
TEST,20200323,UKN,2,all_birth_cohorts,0
TEST,20200330,Pfizer,1,1960-1969,0
TEST,20200330,Pfizer,1,1980-1989,0
TEST,20200330,Pfizer,1,1970-1979,0
TEST,20200330,Pfizer,1,1990+,0
TEST,20200330,Pfizer,1,1950-1959,0
TEST,20200330,Pfizer,1,<1940,0
TEST,20200330,Pfizer,1,1940-1949,0
TEST,20200330,Pfizer,1,all_birth_cohorts,0
TEST,20200330,Pfizer,2,1960-1969,0
TEST,20200330,Pfizer,2,1980-1989,0
TEST,20200330,Pfizer,2,1970-1979,0
TEST,20200330,Pfizer,2,1990+,0
TEST,20200330,Pfizer,2,1950-1959,0
TEST,20200330,Pfizer,2,<1940,0
TEST,20200330,Pfizer,2,1940-1949,0
TEST,20200330,Pfizer,2,all_birth_cohorts,0
TEST,20200330,AstraZeneca,1,1960-1969,0
TEST,20200330,AstraZeneca,1,1980-1989,0
TEST,20200330,AstraZeneca,1,1970-1979,0
TEST,20200330,AstraZeneca,1,1990+,0
TEST,20200330,AstraZeneca,1,1950-1959,0
TEST,20200330,AstraZeneca,1,<1940,0
TEST,20200330,AstraZeneca,1,1940-1949,0
TEST,20200330,AstraZeneca,1,all_birth_cohorts,0
TEST,20200330,AstraZeneca,2,1960-1969,0
TEST,20200330,AstraZeneca,2,1980-1989,0
TEST,20200330,AstraZeneca,2,1970-1979,0
TEST,20200330,AstraZeneca,2,1990+,0
TEST,20200330,AstraZeneca,2,1950-1959,0
TEST,20200330,AstraZeneca,2,<1940,0
TEST,20200330,AstraZeneca,2,1940-1949,0
TEST,20200330,AstraZeneca,2,all_birth_cohorts,0
TEST,20200330,Moderna,1,1960-1969,0
TEST,20200330,Moderna,1,1980-1989,0
TEST,20200330,Moderna,1,1970-1979,0
TEST,20200330,Moderna,1,1990+,0
TEST,20200330,Moderna,1,1950-1959,0
TEST,20200330,Moderna,1,<1940,0
TEST,20200330,Moderna,1,1940-1949,0
TEST,20200330,Moderna,1,all_birth_cohorts,0
TEST,20200330,Moderna,2,1960-1969,0
TEST,20200330,Moderna,2,1980-1989,0
TEST,20200330,Moderna,2,1970-1979,0
TEST,20200330,Moderna,2,1990+,0
TEST,20200330,Moderna,2,1950-1959,0
TEST,20200330,Moderna,2,<1940,0
TEST,20200330,Moderna,2,1940-1949,0
TEST,20200330,Moderna,2,all_birth_cohorts,0
TEST,20200330,J&J,1,1960-1969,0
TEST,20200330,J&J,1,1980-1989,0
TEST,20200330,J&J,1,1970-1979,0
TEST,20200330,J&J,1,1990+,0
TEST,20200330,J&J,1,1950-1959,0
TEST,20200330,J&J,1,<1940,0
TEST,20200330,J&J,1,1940-1949,0
TEST,20200330,J&J,1,all_birth_cohorts,0
TEST,20200330,J&J,2,1960-1969,0
TEST,20200330,J&J,2,1980-1989,0
TEST,20200330,J&J,2,1970-1979,0
TEST,20200330,J&J,2,1990+,0
TEST,20200330,J&J,2,1950-1959,0
TEST,20200330,J&J,2,<1940,0
TEST,20200330,J&J,2,1940-1949,0
TEST,20200330,J&J,2,all_birth_cohorts,0
TEST,20200330,UKN,1,1960-1969,0
TEST,20200330,UKN,1,1980-1989,0
TEST,20200330,UKN,1,1970-1979,0
TEST,20200330,UKN,1,1990+,0
TEST,20200330,UKN,1,1950-1959,0
TEST,20200330,UKN,1,<1940,0
TEST,20200330,UKN,1,1940-1949,0
TEST,20200330,UKN,1,all_birth_cohorts,0
TEST,20200330,UKN,2,1960-1969,0
TEST,20200330,UKN,2,1980-1989,0
TEST,20200330,UKN,2,1970-1979,0
TEST,20200330,UKN,2,1990+,0
TEST,20200330,UKN,2,1950-1959,0
TEST,20200330,UKN,2,<1940,0
TEST,20200330,UKN,2,1940-1949,0
TEST,20200330,UKN,2,all_birth_cohorts,0
TEST,20200406,Pfizer,1,1960-1969,0
TEST,20200406,Pfizer,1,1980-1989,0
TEST,20200406,Pfizer,1,1970-1979,0
TEST,20200406,Pfizer,1,1990+,0
TEST,20200406,Pfizer,1,1950-1959,0
TEST,20200406,Pfizer,1,<1940,0
TEST,20200406,Pfizer,1,1940-1949,0
TEST,20200406,Pfizer,1,all_birth_cohorts,0
TEST,20200406,Pfizer,2,1960-1969,0
TEST,20200406,Pfizer,2,1980-1989,0
TEST,20200406,Pfizer,2,1970-1979,0
TEST,20200406,Pfizer,2,1990+,0
TEST,20200406,Pfizer,2,1950-1959,0
TEST,20200406,Pfizer,2,<1940,0
TEST,20200406,Pfizer,2,1940-1949,0
TEST,20200406,Pfizer,2,all_birth_cohorts,0
TEST,20200406,AstraZeneca,1,1960-1969,0
TEST,20200406,AstraZeneca,1,1980-1989,0
TEST,20200406,AstraZeneca,1,1970-1979,0
TEST,20200406,AstraZeneca,1,1990+,0
TEST,20200406,AstraZeneca,1,1950-1959,0
TEST,20200406,AstraZeneca,1,<1940,0
TEST,20200406,AstraZeneca,1,1940-1949,0
TEST,20200406,AstraZeneca,1,all_birth_cohorts,0
TEST,20200406,AstraZeneca,2,1960-1969,0
TEST,20200406,AstraZeneca,2,1980-1989,0
TEST,20200406,AstraZeneca,2,1970-1979,0
TEST,20200406,AstraZeneca,2,1990+,0
TEST,20200406,AstraZeneca,2,1950-1959,0
TEST,20200406,AstraZeneca,2,<1940,0
TEST,20200406,AstraZeneca,2,1940-1949,0
TEST,20200406,AstraZeneca,2,all_birth_cohorts,0
TEST,20200406,Moderna,1,1960-1969,0
TEST,20200406,Moderna,1,1980-1989,0
TEST,20200406,Moderna,1,1970-1979,0
TEST,20200406,Moderna,1,1990+,0
TEST,20200406,Moderna,1,1950-1959,0
TEST,20200406,Moderna,1,<1940,0
TEST,20200406,Moderna,1,1940-1949,0
TEST,20200406,Moderna,1,all_birth_cohorts,0
TEST,20200406,Moderna,2,1960-1969,0
TEST,20200406,Moderna,2,1980-1989,0
TEST,20200406,Moderna,2,1970-1979,0
TEST,20200406,Moderna,2,1990+,0
TEST,20200406,Moderna,2,1950-1959,0
TEST,20200406,Moderna,2,<1940,0
TEST,20200406,Moderna,2,1940-1949,0
TEST,20200406,Moderna,2,all_birth_cohorts,0
TEST,20200406,J&J,1,1960-1969,0
TEST,20200406,J&J,1,1980-1989,0
TEST,20200406,J&J,1,1970-1979,0
TEST,20200406,J&J,1,1990+,0
TEST,20200406,J&J,1,1950-1959,0
TEST,20200406,J&J,1,<1940,0
TEST,20200406,J&J,1,1940-1949,0
TEST,20200406,J&J,1,all_birth_cohorts,0
TEST,20200406,J&J,2,1960-1969,0
TEST,20200406,J&J,2,1980-1989,0
TEST,20200406,J&J,2,1970-1979,0
TEST,20200406,J&J,2,1990+,0
TEST,20200406,J&J,2,1950-1959,0
TEST,20200406,J&J,2,<1940,0
TEST,20200406,J&J,2,1940-1949,0
TEST,20200406,J&J,2,all_birth_cohorts,0
TEST,20200406,UKN,1,1960-1969,0
TEST,20200406,UKN,1,1980-1989,0
TEST,20200406,UKN,1,1970-1979,0
TEST,20200406,UKN,1,1990+,0
TEST,20200406,UKN,1,1950-1959,0
TEST,20200406,UKN,1,<1940,0
TEST,20200406,UKN,1,1940-1949,0
